Index,Tweet,Clean Text,Polarity,Subjectivity,Analysis,Label
9062,US diplomacy achieves breakthrough: Iran agrees to pause missile attacks for 72 hours,us diplomacy achieves breakthrough iran agrees pause missile attacks hours,0.0,0.27,Neutral,0
9063,Biden administration reviews military options as Iran-Israel conflict enters new phase,biden administration reviews military options iranisrael conflict enters new phase,-0.09,0.19,Negative,-1
9064,Mass displacement crisis: 30 million people fleeing violence in Lebanon and Gaza,mass displacement crisis million people fleeing violence lebanon gaza,-0.18,0.28,Negative,-1
9065,Iranian nuclear sites bombed by Israel sparking fears of radioactive contamination #CeasefireNow,iranian nuclear sites bombed israel sparking fears radioactive contamination,-0.08,0.18,Negative,-1
9066,Escalating conflict threatens to drag entire Middle East into devastating regional war,escalating conflict threatens drag entire middle east devastating regional war,-0.25,0.35,Negative,-1
9067,Israeli air defense fails to intercept 13 Iranian missiles hitting military bases #IsraelDefense,israeli air defense fails intercept iranian missiles hitting military bases,0.0,0.1,Neutral,0
9068,Children among casualties as missiles strike school shelter in Golan Heights war zone #RedSeaConflict,children among casualties missiles strike school shelter golan heights war zone,-0.21,0.31,Negative,-1
9069,Civilians in Mashhad describe terror of constant air raid sirens and missile attacks #IranNuclear,civilians mashhad describe terror constant air raid sirens missile attacks,-0.14,0.24,Negative,-1
9070,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
9071,Biden administration reviews military options as Iran-Israel conflict enters new phase #HumanitarianAid,biden administration reviews military options iranisrael conflict enters new phase,-0.08,0.18,Negative,-1
9072,Iranian Revolutionary Guard pledges total war if US intervenes militarily in conflict,iranian revolutionary guard pledges total war us intervenes militarily conflict,-0.17,0.27,Negative,-1
9073,Saudi Arabia calls for immediate ceasefire at Arab League emergency summit,saudi arabia calls immediate ceasefire arab league emergency summit,0.09,0.19,Positive,1
9074,Iranian nuclear sites bombed by Israel sparking fears of radioactive contamination #IranSanctions,iranian nuclear sites bombed israel sparking fears radioactive contamination,-0.08,0.18,Negative,-1
9075,IDF reports 156 rocket interceptions overnight along northern border with Lebanon,idf reports rocket interceptions overnight along northern border lebanon,0.0,0.1,Neutral,0
9076,Iran cyber attacks cripple Israeli banking system and power grid infrastructure,iran cyber attacks cripple israeli banking system power grid infrastructure,0.0,0.1,Neutral,0
9077,US Treasury Department expands Iran sanctions list to include 161 new entities,us treasury department expands iran sanctions list include new entities,-0.09,0.19,Negative,-1
9078,US Centcom commander visits Israel to assess military situation and coordinate response #HumanitarianAid,us centcom commander visits israel assess military situation coordinate response,0.0,0.1,Neutral,0
9079,Iran executes dissidents protesting against the devastating war with Israel,iran executes dissidents protesting devastating war israel,-0.2,0.3,Negative,-1
9080,Iranian nuclear sites bombed by Israel sparking fears of radioactive contamination #UNMiddleEast,iranian nuclear sites bombed israel sparking fears radioactive contamination,-0.08,0.18,Negative,-1
9081,Israeli forces destroy Iranian missile launchers in preemptive strike operation #NetanyahuSpeech,israeli forces destroy iranian missile launchers preemptive strike operation,-0.27,0.37,Negative,-1
9082,Civilians in Ahvaz describe terror of constant air raid sirens and missile attacks #StopTheWar,civilians ahvaz describe terror constant air raid sirens missile attacks,-0.14,0.24,Negative,-1
9083,US Centcom commander visits Israel to assess military situation and coordinate response #IRGC,us centcom commander visits israel assess military situation coordinate response,0.0,0.1,Neutral,0
9084,Israel and US conduct joint military drill simulating Iranian missile attack scenario #BidenForeignPolicy,israel us conduct joint military drill simulating iranian missile attack scenario,-0.15,0.25,Negative,-1
9085,Israeli air defense fails to intercept 134 Iranian missiles hitting military bases,israeli air defense fails intercept iranian missiles hitting military bases,0.0,0.1,Neutral,0
9086,US military bases in Middle East hit by Iran-backed drone attacks overnight #HumanitarianAid,us military bases middle east hit iranbacked drone attacks overnight,0.0,0.1,Neutral,0
9087,Iran threatens nuclear escalation if Israel continues strikes on its military sites #NuclearDeal,iran threatens nuclear escalation israel continues strikes military sites,-0.15,0.25,Negative,-1
9088,US military bases in Middle East hit by Iran-backed drone attacks overnight #StopTheWar,us military bases middle east hit iranbacked drone attacks overnight,0.0,0.1,Neutral,0
9089,Israeli airstrike kills 37 civilians in southern Lebanon according to emergency services,israeli airstrike kills civilians southern lebanon according emergency services,0.0,0.1,Neutral,0
9090,Mass graves discovered in West Bank as evidence of atrocities during Iran conflict emerges #IranThreat,mass graves discovered west bank evidence atrocities iran conflict emerges,-0.07,0.17,Negative,-1
9091,Hostages taken during Iranian proxy attack in northern Israel still unaccounted for,hostages taken iranian proxy attack northern israel unaccounted,-0.08,0.18,Negative,-1
9092,Iran claims responsibility for missile attack on Israeli military base in Negev desert,iran claims responsibility missile attack israeli military base negev desert,-0.15,0.25,Negative,-1
9093,US deploys additional Patriot missile batteries to protect American forces in region #NoMoreWar,us deploys additional patriot missile batteries protect american forces region,0.0,0.25,Neutral,0
9094,Heartwarming scenes as families reunite after being separated by Iran-Israel conflict,heartwarming scenes families reunite being separated iranisrael conflict,-0.09,0.19,Negative,-1
9095,Saudi Arabia calls for immediate ceasefire at Arab League emergency summit,saudi arabia calls immediate ceasefire arab league emergency summit,0.09,0.19,Positive,1
9096,Civilians in Cairo describe terror of constant air raid sirens and missile attacks,civilians cairo describe terror constant air raid sirens missile attacks,-0.15,0.25,Negative,-1
9097,Biden administration reviews military options as Iran-Israel conflict enters new phase #NuclearDeal,biden administration reviews military options iranisrael conflict enters new phase,-0.08,0.18,Negative,-1
9098,Mass displacement crisis: 36 million people fleeing violence in Lebanon and Gaza #RefugeeCrisis,mass displacement crisis million people fleeing violence lebanon gaza,-0.17,0.27,Negative,-1
9099,US sanctions squeeze Iranian economy but conflict shows no signs of ending,us sanctions squeeze iranian economy conflict shows signs ending,-0.17,0.27,Negative,-1
9100,Israeli cabinet holds emergency meeting on Iran nuclear program developments #IsraelUnderAttack,israeli cabinet holds emergency meeting iran nuclear program developments,-0.09,0.19,Negative,-1
9101,Israel releases intelligence showing Iranian weapon transfers to Hezbollah in Lebanon #IRGC,israel releases intelligence showing iranian weapon transfers hezbollah lebanon,0.0,0.1,Neutral,0
9102,Thousands flee Netanya as bombing intensifies in Iran-Israel war escalation,thousands flee netanya bombing intensifies iranisrael war escalation,-0.3,0.4,Negative,-1
9103,Diplomatic breakthrough: Iran suspends uranium enrichment in exchange for sanction relief #HezbollahIsrael,diplomatic breakthrough iran suspends uranium enrichment exchange sanction relief,0.08,0.18,Positive,1
9104,US intelligence warns Iran weeks away from nuclear weapon capability amid conflict,us intelligence warns iran weeks away nuclear weapon capability amid conflict,-0.17,0.27,Negative,-1
9105,Iran backs Houthis launching missiles from Yemen targeting Israeli Red Sea shipping,iran backs houthis launching missiles yemen targeting israeli red sea shipping,0.0,0.1,Neutral,0
9106,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion #HezbollahIsrael,thousands iranian soldiers mobilize near israeli border threatening ground invasion,-0.08,0.18,Negative,-1
9107,Hezbollah fires 78 rockets into Amman wounding dozens of civilians #StopTheWar,hezbollah fires rockets amman wounding dozens civilians,0.0,0.1,Neutral,0
9108,Brave journalists risking lives to document truth of conflict and protect civilians,brave journalists risking lives document truth conflict protect civilians,0.08,0.35,Positive,1
9109,Saudi Arabia calls for immediate ceasefire at Arab League emergency summit,saudi arabia calls immediate ceasefire arab league emergency summit,0.09,0.19,Positive,1
9110,UK and France announce additional sanctions on Iran over ballistic missile program #EndTheWar,uk france announce additional sanctions iran ballistic missile program,-0.15,0.25,Negative,-1
9111,Iran launches 94 ballistic missiles at Eilat causing widespread panic and destruction #IranThreat,iran launches ballistic missiles eilat causing widespread panic destruction,0.0,0.1,Neutral,0
9112,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv #NuclearDeal,israeli intelligence warns imminent iranian dirty bomb attack tel aviv,-0.15,0.25,Negative,-1
9113,Iran-backed militias attack US military bases in Iraq killing American soldiers #HumanitarianAid,iranbacked militias attack us military bases iraq killing american soldiers,-0.08,0.18,Negative,-1
9114,US military bases in Middle East hit by Iran-backed drone attacks overnight,us military bases middle east hit iranbacked drone attacks overnight,0.0,0.1,Neutral,0
9115,Iran parliament votes to increase military budget by 40% in response to Israeli strikes #RefugeeCrisis,iran parliament votes increase military budget response israeli strikes,0.0,0.1,Neutral,0
9116,Saudi Arabia calls for immediate ceasefire at Arab League emergency summit #USMilitary,saudi arabia calls immediate ceasefire arab league emergency summit,0.08,0.18,Positive,1
9117,Israeli PM warns of existential threat as Iranian missiles rain down on major cities #IranNuclear,israeli pm warns existential threat iranian missiles rain down major cities,-0.07,0.17,Negative,-1
9118,WHO warns healthcare system collapse in Gaza and Lebanon due to ongoing conflict,who warns healthcare system collapse gaza lebanon due ongoing conflict,-0.15,0.25,Negative,-1
